id_review,business_id,stars,review_date,text_review,positive_sentiment,neutral_sentiment,negative_sentiment,negativ_sentiment
22033,30,1,2018-09-22,"We show up and there's three youngish girls working. They're chit chatting and laughing and having a great time. They tell my husband, mom and I we can order on the kiosk. They continue having a blast. It took us 15 minutes and we could've easily just given our order to a worker and had our food by then. We go sit down. Later, one of the girls, Caitlynn, brings us our tray. She slides it down on the table, spilling one of the ice coffees onto two of the sandwiches. The straws and napkins are all wet, the food is wet. My mom said well the sandwich is wet... Caitlyn said it's fine. It's not wet it's just the wrapper. She doesn't apologize, she doesn't offer to replace the coffee that's spilled or the wet food. She doesn't give us new napkins or straws. She just goes back to hang with her friends. Bring back the lady with the long finger nails!",1,0,0,0
22034,30,1,2019-04-14,"Worst place i ever seen Mc Di went there at 11:02 to use the rest room and buy some fries and coffee 
They didn't allow me inside.Even though I requested. Mc D please at least try to understand the customers request",0,1,0,0
22035,35,1,2017-03-18,"This place really is terrible, I have been waiting 15 minutes for one drink, never again",0,1,0,0
22036,40,5,2019-07-18,We have been here 3 times so far. Great Culver's double with everything on it. The onion rings are delicious. My husband had a vanilla shake and he said it was ice cream not a shake. I have tried the salad and it was quite tasty. We will be back.,1,0,0,0
22037,23,1,2018-11-25,"PATHETIC! Thought chipotle would be a good idea for a quick lunch before some shopping. Wow was I wrong. First I noticed a sign with a large frowning face stating that no guac was available today. At first, I was OUTRAGED, but then I looked over and saw plenty of guac sitting in its usual container. Weird... I saw the man skimp the girl ahead of me in line of her proper serving of rice and on top of that he was just scraping bits that were probably crushed onto the bottom. He was about to do the same to me should I have not asked for fresh rice. Took a while for that to come out. Noticed a few other containers were empty or close to it during the time waiting. Once the rice finally came out, the man asks what kind of rice I was bred again but I had to ask what he was saying numerous times as he was not speaking clear English (most likely jive). As I made my way down the line and my boyfriend was starting to order his stuf this made was cursing about wanting to go home and proceeded to throw both empty and full containers all over the place. This is getting too long but all and all this is the worst location of chipotle I have ever been too. Don't ever eat here.",0,1,0,0
22038,31,5,2018-11-01,Their burgers are always fresh and fries are always piping hot. They will never ever get your order wrong. The owner is a really nice guy and very personable.,1,0,0,0
22039,29,4,2019-03-10,"Absolutely love coming here whenever I am in St. Louis. White Castle is not super fancy by any means but it does have some cute and tasty burgers. I love that they have a variety of types of burgers including chicken, shrimp, vegetarian, and fish. But, their original gets me every time!",1,0,0,0
22040,30,1,2019-02-13,This store needs to get it together! Slowest drive thru in town! And they have the balls to accuse me of not paying when I'm at the 2nd window ..to pick up my food... Idiots! That's what the first window is for! And you want $15 an hour!!! What a joke!!!!,0,1,0,0
22041,22,4,2018-08-12,If you're looking to try a sushi burrito for the first time this is the spot. All reasonably priced and good flavors on the menu. Plenty of sushi options which are also reasonably priced. Did delivery and it arrived very quickly which is always a bonus.,1,0,0,0
22042,24,3,2018-10-29,"Most the time I ordered Jimmy Johns because I don't really get a lunch break, so it is quick and easy! Although, I moved from the area for six months, and since I've returned, they now charge a delivery fee. Previously when I ordered the #10 Roast Beef/Prov. (8 inch) and a small drink, the total was about $13 (extra cheese with a tip). Now, it's the same order at $15 just for a regular (8 inch) sandwich (extra cheese with a tip). I have a real hard time justifying a 8in sandwich and drink for $15!! I can order a 11oz steak at Texas Roadhouse for 15.99 with salad and side. It's just too much anymore.  They are always quick with my order, the #10 is good amount of meat, but not if you order the other roast beef sandwich, it hardly has any meat and way too much lettuce! It would be great if they also offered the option of spinach instead of lettuce, and avocado slices instead of a thin layer of avocado spread, which I quit ordering because it doesn't really taste like avocado and wasn't worth the extra money. If there was another place who delivered sandwiches, I would give them a try. Right now my option is to keep ordering from JJ or skip lunch and get a steak for dinner!",1,0,0,0
22043,27,5,2018-12-08,"Flame Broiler is the best!! I am from Southern California where they are really popular, and was so happy to see a Flame Broiler here in Meridian! They have the best tofu, and cook it fresh right when you order it. The staff is always so kind as well. Love it!",1,0,0,0
22044,40,3,2019-06-23,"Food was cold, and salad was filled with rotting cucumbers and lettuce was brown. Even the curds were cold, crazy because we had to wait to the food to be cooked... Sad because I really do like Culver's and was excited the buoy here...",0,1,0,0
22045,32,2,2016-04-06,"Really slow service, had to repeat my order 4 times, at least the fries are fantastic.",1,0,0,0
22046,27,1,2019-07-12,"I went here, in hope of some good teriyaki. First off, let me say, the rice tasted exactly like the rice from Happy Teryaki. I was waiting in line, and the man made it unclear who he was talking to when he said the words, ""Wait a minute."" I thought he was talking to his coworker. Apparently, he was telling me to wait to order. I didn't get that, so I just started ordering. He gave me a dirty look. Then, he proceeded to give me the wrong size bowl. And the wrong sauce. He thought I was disrespecting him when really he didn't know how to properly communicate.",1,0,0,0
22047,34,4,2019-02-25,"I have come here 2 times and enjoyed the food both times. I got a basic Original Gyro. Really good. Best I've had in years. 
80/20 Beef to lamb ratio. Great seasoning and sauce. Big portion. Priced right. I will start trying the others now each week.",1,0,0,0
22048,24,3,2017-02-06,"Not great for the price of their sandwiches. Although delivery is pretty quick, they are very skimpy with the cheese and meat and the bread was hard. Delivered with no napkins or straws for our drinks. Quick delivery is all they have going for them really",0,1,0,0
22049,37,4,2019-07-20,"I came here recently to enjoy Free Root Beer Day and we were rather pleased with the speed of service. The staff were really friendly and helpful also! The women's restroom worked well though it could have used some minor maintenance (one of the doors to the stalls could use some very minor repairs to the locking mechanism). I always love the fact that you can get A&W root beer in the chilled glasses and while you do have to ask for free refills, they're quite happy to provide them also. We had mozza burgers on this particular visit and they were prepared quickly and were just as expected. The location wasn't too busy when we arrived but, predictably for Free Root Beer Day, it got much busier soon after! I need to remember that they serve breakfast after noon also, as I love their Canadian breakfast.",1,0,0,0
